,timestamp,text
51,2015-05-31,"VZ Verizon Communications Yield
http://t.co/drVWlDnLRG

$VZ $ALTR $NXPI $QLD #VZ #investing #finance"
52,2015-05-31,"lookn4wins: DXJ Wisdom Tree Japan Hedged Equity E.P.S.
http://t.co/eJPCQARgiy

$DXJ $VZ $FCX $MRK #DXJ #stocks #… http://t.co/0E9svKWzVD"
53,2015-06-29,"CY Cypress Semiconductor Stock Message Board
http://t.co/QWgsSdWYn7

$CY $FXB $WMIH $VZ #CY #finance #tradeideas"
54,2015-06-29,"RT @stock_forums: ZIOP ZIOPHARM Oncology, Inc. Open
http://t.co/TV7i5MgEXW

$ZIOP $HD $VZ $NBG #ZIOP #tradeideas #stock"
55,2015-06-29,RT @CNBCnow: BREAKING: Microsoft to exit ad-display business in deal with AOL. http://t.co/3katvkxKVc • $MSFT $VZ
56,2015-06-29,$CORE $LOCK $VZ $HLT
57,2014-08-16,#FCC Extends Comment Period On #NetNeutrality http://t.co/LG0pZiVZuU $NFLX $T $VZ $CMCSA $CCOI
58,2015-02-19,"ICYMI: Monday's Notable Options Activity:  $AABV, $TSCO, $VZ http://t.co/DQqLPuqzOk"
59,2015-12-26,"VZ Verizon Communications Company Info
https://t.co/HGydG9EE8m

$VZ $AAPL $UNH $BIB #VZ #stock #stocks"
60,2015-11-01,"$VZ - It's A Stock Pickers' Market, 5%+ Dividend Yield Portfolio Update For October 2015 https://t.co/g8Tdrd5l3C"
61,2015-11-06,"$VZ:

Verizon Secures Latest Go90 Content Deal, Becomes Official …:

https://t.co/1Bto22PHm7"
62,2015-11-06,$VZ - Verizon Considering Sales of Up to $10 Billion of Enterprise Assets -Reuters https://t.co/ovnhRYXXmA
63,2014-04-15,Great  #Stock Newsletter you must have $AEE $VZ $JPM $S Give it a try http://t.co/7EVMEihtDM
64,2014-04-15,$VZ Awesome #Stock #Research $JDSU $POM $YOD #financial http://t.co/4QjwMvYtZB
65,2014-04-15,$VZ #Stocks you might want to sell $MAS $NDAQ $CBM #wealthmanagement http://t.co/NfO3tJ549b
66,2014-03-02,Todays movers to research $CHRW $VZ $XLNX $PCLN #personalfinance http://t.co/kRvfYAYppX
67,2015-12-21,About that Carrier Settings Update  on your iPhone $AAPL $T $TMUS $S $VZ $GOOGL $MSFT #wlst … https://t.co/ePMve7UHh3
68,2015-12-28,Trading Strategies Partners: https://t.co/Upddhj47pY $AAPL $NFLX $QQQ $SPY $DJIA $VZ $GS $INTC $AA $INTC $NFLX $GS $JPM $T $MMM $AMGN
69,2014-07-04,"$APT News http://t.co/7JnR0LakQa

Also See: $UTRM $F $VZ $VZ ~"
70,2014-07-04,Earnings news on $AOL $VZ $ZBRA $ISRG #wallstreet http://t.co/nb0AQPQ3Dt
71,2014-07-04,$GGG Todays movers to research $DOX $VZ  $RT Must see http://t.co/kwJgGKAKay
72,2014-07-04,$VZ: Verizon Offers New E-Commerce Solutions http://t.co/ZNQRQ7qExS
73,2014-07-04,"$FITX Exchange http://t.co/GpFzI1jlPo

Also See: $AAPL $WFC $VZ $MJNA ~"
74,2014-07-04,$NFX Get great research on stocks $CSE $VZ  $SPY #financial http://t.co/vdLV8eVCEG
75,2014-04-23,"$NFLX $VZ $T $CMCSA $TWC $CVC New FCC proposal to let ISPs charge for special access, WSJ says: Full Story http://t.co/ozU17Bxe5E"
76,2014-04-23,Early Movers:  $WMHI $HART $OODH $HEMP $KO $AMBS $IAU $VZ $FRTD $BLAP $AAPL $SGMS $GM $FNMA $MGHL $AOL $GG  $NEM $ABX $FB $IAG $NFLX $MMM
77,2014-04-23,Some Stocks to Watch $URI $VZ $SBAC $CLF View now http://t.co/XBr8TYOTHA
78,2015-09-03,http://t.co/CvgWIbdrJr Stock Trader who turned few thousand dollars into $http://smq.tc/1HZzR78 million in 4 yrs! $GPRO $F $FCX $NUGT $VZ
79,2015-11-08,"Verizon Communications Inc., $VZ, Target: 45.89 (+0.24%).
https://t.co/d1VmuOt9lG  #Verizon #Communications"
80,2015-12-10,RT SeekingAlpha: Dropping Kinder Morgan For A Stock With Quality https://t.co/4q4gA0za74 $JNJ $KMI $AAPL $PG $T $VZ
81,2014-04-24,Are you hanging on to $ITT $EAT $VZ  $SSO Worth a look http://t.co/Gb4Gnfe13B
82,2014-04-24,Added to my $VZ put ladder. Added Jun $44 Jan15 $35 and Jan16 $30.
83,2014-04-24,$VZ received a new alert. Find out why at http://t.co/WHJp8eTsSr #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 311
84,2014-04-24,RT @Bidnessetc: $VZ trading lower today as reported lower-than-expected earnings and fewer net additions in its postpaid segment http://t.c…
85,2014-04-24,$VZ [$$] Subscriptions Boost Verizon Profit http://t.co/3PebHyaL8Y
86,2015-02-27,Verizon Communications $VZ Showing Bullish Technicals With Support At $48.71 ( http://t.co/byLWIx2mp3 )
87,2015-02-27,$CATM Daily- $WBMD $S $FB $AMD $AMZN $BBY $ARNA $CVX $IBIO $LAKE $NSPH $QQQ $SPY $LAKE $NFLX $VXX $USO $VZ $S $V $WSM http://t.co/IJctWPSFFx
88,2015-02-27,$KIRK 4hr Chart $WBMD $S $FB $AMD $AMZN $BBY $ARNA $CVX $IBIO $LAKE $NSPH $QQQ $SPY $LAKE $NFLX $VXX $USO $VZ $S $V http://t.co/eUQAiuMQEe
89,2014-08-28,RT @SeekingAlpha: Should Subscribers Rethink Switching From Sprint To A Competitor? http://t.co/tke4nta8lV $T $TMUS $VZ $S
90,2014-10-23,"$DE Volume

Click Here: http://t.co/IE7uyjYpJE

Also See: $HL $ZAZA $X $VZ ~"
91,2015-02-18,CenturyLink's Solid 5.5% Dividend Yield http://t.co/TBzMLdnyYb $FTR $T $VZ $WIN $CTL
92,2015-06-28,"XLF Financials Select Sector SPDR Yield
http://t.co/SD4Fpe3buN

$XLF $VZ $HELE $PCLN #XLF #investing #invest"
93,2015-06-28,"EWZ Brazil iShares Yield
http://t.co/0r0Fi1W8do

$EWZ $XIV $NQ $VZ #EWZ #stockmarket #investF Ford Motor Co. EOD Data…"
94,2015-06-28,"XLB Materials Select Sector SPDR Yield
http://t.co/x3Ijc9f0k7

$XLB $VZ $FSLR $RDSH #XLB #nasdaq #stockmarket"
95,2015-01-07,$VZ:US Verizon Shows AOL Matters Again After Time Warner Debacle #VERIZON COMMUNICATIONS INC  http://t.co/XflA5pSF0P #SP500
96,2015-01-07,Market Update: Verizon Communications Inc (NYSE:VZ) – Verizon Dismisses ... $VZ http://t.co/5HXUQHkR4s
97,2015-06-10,"RSP Guggenheim S&amp;P 500 Equal Weight ETF % Change
http://t.co/gUJDOJJtxE

$RSP $MUSA $BSX $VZ #RSP #stockmarket #investing"
98,2015-06-10,Verizon: Competition Only Likely To Intensify http://t.co/gQLoKiGl4n… $CMCSA $TMUS $DISH $GOOG $S $GOOGL $VZ
99,2015-06-10,"AXN Aoxing Pharmaceutical Co. Inc. Market Cap
http://t.co/cMMYLm8yQk

$AXN $KRE $TBT $VZ #AXN #nasdaq #pennystocks"
100,2015-06-10,"DXJ Wisdom Tree Japan Hedged Equity E.P.S.
http://t.co/mKBUL9uE6e

$DXJ $VZ $HCP $BLTA #DXJ #nasdaq #stocks"
101,2015-06-10,"IWM Russell 2000 iShares Dividend
http://t.co/9dudBrKHZD

$IWM $NFLX $VZ $WMT #IWM #share #finance"
102,2015-02-20,"$RTN Filings Updated Friday, February 20, 2015 2:07:29 PM $VZ $RTN $VPOR $HEDJ http://t.co/AKLeVt3FF5"
103,2015-05-08,Dow #Stocks Trend $JPM $MRK $NKE $CAT $V $MSFT $AXP $IBM $GS $GE $DIS $UNH $UTX $MCD $CVX $XOM $CSCO $VZ $MMM  @ http://t.co/TvzJfd0RGT
104,2015-05-08,@saibusresearch great comment on $VZ. May we share your content with our communities of verified shareholders here? http://t.co/D9hlSBJu1e
105,2014-10-12,$MJNA Announces 2nd Quarter 2014 Shareholders Report: 20% Growth 1/4 to 1/4 http://t.co/XuPMVsg9LO $HEMP $ERBB $LATF $UTRM $S $T $VZ $SI
106,2015-06-26,"ALXN Alexion Pharmaceuticals, Inc. 52Wk High
http://t.co/2oKRXdyNhi

$ALXN $SVXY $FXE $VZ #ALXN #share #tradeideas"
107,2015-06-26,"EWZ Brazil iShares Day High
http://t.co/ASBxh0vx75

$EWZ $AGEN $GS $VZ #EWZ #stock #pennystocks"
108,2015-02-16,"@QP_Technology $VZ Your tweet has been featured on the newest market analytics app, Market Parse, for iPhone. http://t.co/5WyUW5R8WJ"
109,2015-05-01,"*Review* ShortStocking DVD by Timothy Sykes: http://t.co/f9GVKZWJrd really great DVD! $ENTA $O $MCRL $BB.CA 
$CORE $LOCK $VZ $HLT"
110,2015-05-01,"$VZ:

Verizon Communications Inc (VZ) Weighs In On The TV Reform With ...:

http://t.co/OfUnvmLTM5"
111,2016-03-05,Woodley Farra Manion Portfolio Management Raises Position in Verizon Communications Inc. $VZ https://t.co/t698qt8uQ0
112,2014-08-19,$VZ News Alert:  http://t.co/EWnZdgcZlC  Updated options view: https://t.co/wkPmdGmQE8  All options views: https://t.co/gu71urLmud
113,2014-08-19,"Commented on: ""The War Sprint Can't Afford"" http://t.co/6JHFaYttDD $S $TMUS $T $VZ"
114,2015-06-19,"$VZ:US  Nokia Jumps on Price Target Increase, Verizon Rises on Dropped Lawsuit #VERIZON COMMUNICATIONS INC  http://t.co/JrJwhwUYbc #SP500"
115,2015-06-19,$VZ.US  FCC takes step to extend phone subsidy for poor to broadband
116,2014-08-26,Cablevision launched HD Voice using $DSPG soc.  I wonder if $VZ announcement to launch HD Voice will also use $DSPG chips...anybody?
117,2014-08-26,"$EEM Message Board Posts http://t.co/U5E2iXbGIj

Also See: $MCD $RTH $VZ $SLV ~"
118,2014-08-26,"60m $VZ Check Long Profit Area 49.270  Alert 03:18:30 PM #trading #stocks 
http://t.co/WZwETG8am0

Signals bas... http://t.co/WZwETG8am0"
119,2016-03-02,#Verizon ( $VZ) and Hearst to Create TV for Mobile Millennial Viewers. Read more: https://t.co/MubWaUEwHI
120,2015-05-06,RT @SureDividend: #WarrenBuffett Top 20 #DividendStocks With Highest #Yields $BRK-A $SPY $VZ $GE $GM $NOV $KO $SNY $PG $UPS $JNJ $DE  http:…
121,2014-08-21,$VZ: Verizon Communications Inc. vs. AT&amp;T Inc.: Who Is The Fastest US Wireless ... http://t.co/7csj8xOxDY http://t.co/v2Z9tvvisl
122,2014-07-02,$HOT Do you think you should hold $HAS $VZ  $S #overvalued http://t.co/6S4Bu6b52p
123,2014-07-02,danrocks: $CLF keeping this on watch $XLE $TRUE $VZ $XIC.TO http://t.co/jx3DboPe57
124,2014-07-02,$VZ Seeking the next stock like $NDSN $NFLX $DUST #personalfinance RATE_LIMIT_EXCEEDED
125,2014-07-02,Latest  information on #stocks like $VZ $AVP $BAC $FEYE #singedinvestor http://t.co/izNWQiYre1
126,2014-04-25,$VZ - Verizon Beats Estimates by Staying on Sidelines of Price War -&gt; http://t.co/qpAF7o868x #stock #stocks #stockaction
127,2014-04-25,$VZ: US proposes pay-for-priority Internet standards http://t.co/sBl4X3OJJx
128,2014-04-25,"Why $CHL, $T, $VZ have problems. Competing on price is a race to 0. Hard to have margins at $40 /mo Taxes included. http://t.co/WNRigpYkvY"
129,2014-04-25,$VZ: Verizon Reports Fifth Consecutive Quarter of Double-Digit Operating In... http://t.co/vIEF9tbm06
130,2015-12-11,Traveler's Leads The Dow Jones Industrials $BA $GS $IBM $JPM $PFE $TRV $VZ $AAPL $CSCO https://t.co/90DR385qpM
131,2014-04-22,"Tons of upgrades today:$YUM,$XOM,$TIF,$C,$VZ"
132,2015-12-20,@verizon @verizonsupport Stop stealing my #iphone6 https://t.co/N4F7hgXdxJ  $VZ $aapl
133,2015-12-27,TrimTabs Asset Management Purchases New Stake in Verizon Communications Inc. $VZ https://t.co/3zXpI175hS #acn
134,2014-03-04,Verizon's Current Price Ignores Any Growth Potential http://t.co/btL3kD5Ptm $VZ
135,2014-03-04,Weekly Dow #Stocks Trend $UNH $VZ $HD $DD $CVX $UTX $GS $XOM $NKE $MRK $AXP $BA $KO $IBM $MSFT $TRV $MMM $JNJ  @ http://t.co/TvzJfcJOET
136,2014-03-04,Weekly S&amp;P100 #Stocks Trend $TGT $MO $NOV $APC $PEP $MDT $TWX $GD $UNH $VZ $MON $HAL $EBAY $SPG $BK $WAG $AIG  @ http://t.co/RRmvzbejkz
137,2014-03-04,"$VZ Based On Fundamentals, Sprint's Equity Could Be Worthless http://t.co/2BUDIz4R2w"
138,2014-12-04,"$VZ - Verizon, Cox reach agreement to restore Fox 25 to FiOS TV http://t.co/tjkGFdC0GN"
139,2014-12-04,"Dish: Ever the Spoiler, Its Possible Moves in Auction 97 Scrutinized  - Tech Trader Daily - $DISH $T $VZ http://t.co/y9P23klff8"
140,2015-04-30,"RT @surinotes: $VZ in Inv. head and shoulders pattern, targets http://t.co/PIp1gXeQ1T"
142,2015-07-17,@AxiosCA $VZ is reporting earnings for Q2 2015 on 07/21/15 – http://t.co/Tm0FNrTkNp
143,2016-01-13,"zero liabilities=zero assets.
$GOOG $AMZN $AAPL $JPM $BAC $GS $GM $VZ"
144,2016-01-13,"$BAC $GS Long and short positions from the $DJIA,7 days trial for just $9.99, subscribe now!. https://t.co/sjQjlxfmsp $DIA $T $VZ $MSFT"
145,2016-01-13,"EPI WisdomTree India Earnings Fund Yield
https://t.co/HsmOfCMeSG

$EPI $SAP.TO $EPI $VZ #EPI #invest #pennystocks"
146,2016-01-13,"zero assets = zero liabilities
$GOOG $AMZN $AAPL $JPM $BAC $GS $GM $VZ"
147,2014-09-17,$VZ News Alert:  http://t.co/UEiHH0UuPm  Updated options view: https://t.co/uCjUPXd2AF  All options views: https://t.co/gu71urtdg5
148,2015-03-18,"$VZ $MU:

Tech Stocks : Verizon Communications Inc. (NYSE:VZ), Cisco ...:

http://t.co/lZIxfoWsHD"
149,2015-03-18,"RT Calcbench: Net inc down YoY. Why? Ask $DAL, $T, $VZ, $OXY, $APA, $FCX. #pensions, asset write downs #fintech #x… http://t.co/mSb7QT5U5C;"
150,2015-07-10,"AAPL Apple, Inc. 52Wk High
http://t.co/mzLKRlZC0Z

$AAPL $AMX $VZ $AGN #AAPL #pennystocks #tradeideas"
151,2014-11-24,$VZ - Verizon's Largest Destination Store Opens In Houston http://t.co/9p4gls3zau
152,2014-11-24,$VZ - Statement of Changes in Beneficial Ownership (4) http://t.co/l0XKwNnwRe
153,2014-11-24,This weeks Stocks you should Watch $ICE $LEN $VZ  $BLOX #NSE http://t.co/2wArtp9u9Z
154,2014-12-03,Do you need #Stock #Research on  $MHFI $VZ $WYN $FEYE Worth a look http://t.co/iXaLVvj3Cn
155,2015-03-20,$VZ - Statement of Changes in Beneficial Ownership (4) http://t.co/SvYQ2k3Uv4
156,2015-03-20,$VZ - Statement of Changes in Beneficial Ownership (4) http://t.co/0xyINFEITh
157,2015-03-20,We like $VZ and $BK from Warren's portfolio. Find why here http://t.co/huaLsH8iDZ
158,2015-03-20,"RT @Option444: $VZ weekly 49 call @ 0.50
Stop 0.35"
159,2015-03-20,$THCZ Gained 118.46% In Just 3 Weeks After Our Alerts! Penny Stock Blog Update: http://t.co/WJqLdf2DeS $GM $KSS $VZ
160,2015-04-08,$VZ - Google Fiber: Pet Project or Serious Business? http://t.co/QUMhFIPRfg
161,2015-04-08,New to trading and need to build your trading account FAST? Try my new amazon ebook http://t.co/wNhwpdtdMd $TWTR $VZ $KNDI
162,2015-04-08,Dow #Stocks Trend $CVX $IBM $MMM $GS $JPM $KO $PFE $BA $MSFT $XOM $AAPL $MCD $GE $HD $V $UTX $DD $VZ $JNJ $CAT  @ http://t.co/TvzJfd0RGT
163,2014-09-10,$VZ - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) http://t.co/GS7Ytc4jUi
164,2014-09-10,Stock_Tracker: Verizon Communications Inc (VZ) 48.90 $VZ Final http://t.co/40WHJyhPQr
165,2015-07-26,Verizon workers threaten to strike http://t.co/4jlLZFKZWq $VZ
166,2016-01-22,Commented on Verizon: Relatively Safe Money https://t.co/58X2L6EisM $VZ
167,2016-01-22,"NEM Newmont Mining Corp. Chart
https://t.co/t6pbV4aZxx

$NEM $VZ $VXX $ABBV #NEM #tradeideas #share"
168,2016-01-22,Verizon Communications Inc. $VZ Position Increased by Nisa Investment Advisors https://t.co/OyjvxQ9Fh5
169,2016-01-22,"RT @TedatACA: Rich Tullo says: ""We like skinny bundles"" @CNBC $VZ https://t.co/5jNR3zxL6j"
170,2016-01-22,#NEWS $BAS $UWTI: Why $KMI was UP 16% &amp; $VZ 4%  ?  https://t.co/jQbIIiFaqX via @tradingwinners #nyse #stocks #trading #profit #picks
171,2015-04-01,Dow #Stocks Trend $CVX $PFE $KO $UNH $XOM $AAPL $JPM $IBM $MCD $NKE $CAT $VZ $CSCO $TRV $MMM $MSFT $GS $DIS  @ … …… http://t.co/gOyJTWVTjR
172,2015-04-01,Correction: $VZ May 49.0call Buy/Write for max combined debit of 48.05.
173,2015-03-16,$VZ - Statement of Changes in Beneficial Ownership (4) http://t.co/umbc7pOIvK
174,2015-03-16,AT&amp;T: A Near 6% Yield Now On Sale http://t.co/sd8296dtMz $VZ $DTV $T
175,2015-03-16,"$VZ $T News: ""AT&amp;amp;T: A Near 6% Yield Now On Sale $VZ $DTV $T"" http://t.co/cuTldFVK2H  Quote: https://t.co/YWsiJKRDC4"
176,2015-03-16,"$DTV News: ""AT&amp;amp;T: A Near 6% Yield Now On Sale $VZ $DTV $T"" http://t.co/vldXkCpDmt  Quote: https://t.co/dOcU37Mdmf"
177,2015-03-16,"$VZ Market Cap

Click Here: http://t.co/w3uOWp0HZ7

Also See: $TQQQ $FCX $BIB $ARIA ~"
178,2014-09-19,"60m $VZ  Upper Trendline Pressure  49.860 #futures #stocks
06:35:05 AM
http://t.co/WZwETG8am0

Signals based o... http://t.co/WZwETG8am0"
179,2016-02-05,Stocks for Friday Feb 5 $NFLX $NTCT $VRA $DISH $FISV $VZ $T $IBM $HESS $MON and more By: Moneyflip @watchhimtrade https://t.co/l0XYw4T8WC
180,2016-02-05,"2016: The return of boring stocks. What comes to mind? AT&amp;T, Verizon $VZ, Tyson Foods $TSN, Sysco $SYY. All at 52-week highs today."
181,2016-02-02,Why @LaMonicaBuzz doesn't really like $VZ https://t.co/hPlXSttprz. Summary: All dividends and no growth makes 'Big Red' a dull boy.
182,2015-04-06,"@toddey
Subscribed to $VZ
To add another, tweet: $SYMBOL @sa_alerts

To unsubscribe: unsubscribe $SYMBOL @sa_alerts"
183,2016-01-25,RT @financialbuzz: Watch Us Report LIVE from the Floor of the NYSE -This Week's Stock Market Recap on: $NFLX $M $SYNA $VZ $KMI https://t.co…
185,2016-01-25,Sprint Corporation Q3 Earnings Report: Cutting Costs to the Bone $S $T $VZ #EarningsReports #Sprint #SprintNextelC… https://t.co/QTp5vrofBU
186,2016-01-25,Verizon Communications Inc. $VZ Given New $50.00 Price Target at RBC Capital https://t.co/sJpWPmyimR
187,2015-07-21,Our Stock Pick On $GEQU Nearly QUADRUPLED In Value In Less Than 2 Weeks! Major News: http://t.co/Ar3yILXeKR $GM $KSS $VZ
188,2015-07-21,This morning's winner for $VZ is Analyst_3299602 who beats 28 other analysts and the Wall Street Consensus - http://t.co/vgPnACFxHV
189,2015-07-21,@tjkyner Your estimate for $VZ Q2 2015 has been scored – http://t.co/62OMJfo5Kg
190,2015-07-21,"SCTY SolarCity Corp. Ideas
http://t.co/Nk987qaFXC

$SCTY $RIG $AFMD $VZ #SCTY #share #stock"
191,2015-07-21,A few of today's earnings: $AAPL $HOG $VZ  $WWW $YHOO and many more - peak summer earnings week
192,2015-10-09,"STZ Constellation Brands, Inc. Stock Message Board
http://t.co/2xoP8ubvFK

$STZ $EUM $VZ $NEM #STZ #invest #stocks"
193,2015-10-09,"VZ Verizon Communications Financials
http://t.co/8SLHGPDH65

$VZ $IBB $PZZA $BRCM #VZ #pennystocks #tradeideas"
194,2015-10-09,"VZ Top news - Oct 9th, 2015 $VZ http://t.co/Vlw1ZkFF8o"
195,2015-08-02,"VZ Verizon Communications % Change
http://t.co/fPu80K1J90

$VZ $BLTA $GPRO $JNUG #VZ #share #invest"
196,2015-08-02,"$VZ - Verizon Continues Negotiations With Unions Representing More Than 37,000 East Wireline Employees http://t.co/hSpEtDNq33"
197,2015-08-02,"V Visa Inc. Message Board Posts
http://t.co/xvdtf5fZCO

$V $EGO $EEM $VZ #V #stocks #tradeideasVB Vanguard Small-Cap ETF Ask…"
198,2014-01-15,$VZ News Alert:  http://t.co/c9msGPFgtc  Updated options view: http://t.co/Qtawf0XAkT  All options views: http://t.co/pd0CNSWmuL
199,2014-01-15,@maoxian ahah had to search ticker as well after I saw this: http://t.co/y6Be0CAw95 (long... but basically $VZ &amp; $T are shitting themselves)
200,2014-06-02,Potential Verizon Communications $VZ Trade Has 2.12% Downside Protection ( http://t.co/1Pv8Dz4NhO )
201,2014-06-02,$VZ Considering investing in $LAMR $JW $AAPL #financialnews http://t.co/VYmzoWZlkS
202,2014-06-02,ML US1+.03% $AIG $AVY $BX $C $CSX $CHKP $CYH $DIS $DKS $EMN $EQIX $ERJ $ESRX $F $HES $MET $MMM $NUE $NWL $NXPI $OZM $PXD $STJ $THRX $VZ $WHR
203,2014-05-22,$VZ News Alert:  http://t.co/OGeZiBZUyI  Updated options view: https://t.co/wOWpmkb2Nj  All options views: https://t.co/gu71urLmud
204,2014-05-22,Looking for the next $HRL $DOX $VZ  $AAPL #singedinvestor http://t.co/ZPEXqP67qX
205,2014-05-22,#Dow #stocks $VZ Verizon Communications Daily:1.07% Weekly:2.42% YTD:2.27% Trend:78 / 100  http://t.co/nx6kseAPFA
